User_ID,Age,Gender,Location,Device,Operating_System
86,25-34,Male,Wallis and Futuna,Tablet,Android
87,25-34,Female,France,Tablet,Windows
88,25-34,Male,Panama,Desktop,Android
89,25-34,Female,Paraguay,Tablet,iOS
90,65+,Male,Saint Lucia,Desktop,MacOS
91,65+,Female,Gibraltar,Tablet,Windows
92,65+,Male,Guatemala,Mobile,Android
93,25-34,Male,Lao People's Democratic Republic,Mobile,Windows
94,55-64,Female,Mexico,Tablet,iOS
95,55-64,Female,Egypt,Tablet,MacOS
96,25-34,Male,Sri Lanka,Mobile,Windows
97,65+,Female,Cayman Islands,Mobile,iOS
98,18-24,Male,Gambia,Tablet,Windows
99,18-24,Female,Estonia,Desktop,Windows
100,18-24,Male,Antarctica (the territory South of 60 deg S),Desktop,iOS
101,18-24,Female,Taiwan,Tablet,iOS
102,55-64,Female,Grenada,Desktop,Android
103,18-24,Male,Vanuatu,Desktop,Android
104,18-24,Male,Venezuela,Tablet,MacOS
105,35-44,Male,Lithuania,Tablet,Android
106,55-64,Female,Moldova,Mobile,Android
107,55-64,Male,Saudi Arabia,Tablet,Android
108,18-24,Male,Georgia,Mobile,Windows
109,18-24,Male,Faroe Islands,Tablet,Windows
110,65+,Female,Tonga,Tablet,iOS
111,18-24,Female,San Marino,Mobile,iOS
112,18-24,Female,Mauritius,Tablet,Android
113,55-64,Male,Tokelau,Desktop,iOS
114,35-44,Female,Oman,Desktop,iOS
115,18-24,Female,Cuba,Desktop,iOS
116,35-44,Female,Heard Island and McDonald Islands,Tablet,Windows
117,35-44,Male,Uruguay,Desktop,Android
118,45-54,Male,British Indian Ocean Territory (Chagos Archipelago),Desktop,iOS
119,45-54,Female,Kenya,Desktop,iOS
120,25-34,Male,Solomon Islands,Tablet,Windows
121,45-54,Male,France,Tablet,Windows
122,25-34,Male,Azerbaijan,Desktop,iOS
123,45-54,Male,Afghanistan,Desktop,MacOS
124,65+,Female,Albania,Desktop,iOS
125,35-44,Male,Syrian Arab Republic,Mobile,Windows
126,35-44,Male,Guatemala,Desktop,Windows
127,35-44,Male,Singapore,Mobile,Android
128,65+,Female,Romania,Mobile,Android
129,65+,Female,Serbia,Desktop,Windows
130,25-34,Male,Switzerland,Tablet,Android
131,65+,Female,Cote d'Ivoire,Mobile,iOS
132,18-24,Female,Pakistan,Desktop,Android
133,35-44,Male,Syrian Arab Republic,Mobile,Windows
134,45-54,Female,Burkina Faso,Desktop,Android
135,25-34,Female,Indonesia,Tablet,Android
136,18-24,Female,Syrian Arab Republic,Mobile,iOS
137,35-44,Male,Dominica,Tablet,Windows
138,25-34,Female,Bahrain,Tablet,iOS
139,55-64,Female,Korea,Tablet,iOS
140,65+,Male,Portugal,Mobile,MacOS
141,25-34,Female,Malaysia,Mobile,MacOS
142,18-24,Male,French Polynesia,Desktop,MacOS
143,18-24,Male,Mexico,Desktop,iOS
144,18-24,Male,Fiji,Tablet,MacOS
145,65+,Female,Anguilla,Tablet,MacOS
146,45-54,Male,Belgium,Desktop,Windows
147,25-34,Male,Chile,Mobile,Windows
148,55-64,Female,Vanuatu,Tablet,Android
149,65+,Female,Jordan,Desktop,Windows
150,45-54,Male,Iraq,Desktop,Android
151,45-54,Male,Vanuatu,Desktop,Windows
152,45-54,Female,Sri Lanka,Mobile,Android
153,65+,Female,Saint Martin,Desktop,Android
154,25-34,Female,Bahamas,Desktop,MacOS
155,25-34,Female,French Guiana,Desktop,Android
156,35-44,Male,Antigua and Barbuda,Tablet,MacOS
157,18-24,Female,Congo,Tablet,Android
158,25-34,Male,Namibia,Mobile,iOS
159,18-24,Male,Lebanon,Desktop,Windows
160,35-44,Female,Jordan,Desktop,iOS
161,45-54,Female,Burkina Faso,Mobile,iOS
162,35-44,Female,Israel,Tablet,Android
163,55-64,Male,Austria,Mobile,Windows
164,55-64,Male,Dominican Republic,Mobile,MacOS
165,65+,Female,Mozambique,Mobile,Windows
166,45-54,Female,Uzbekistan,Desktop,iOS
167,18-24,Male,Serbia,Tablet,Android
168,18-24,Male,Niger,Desktop,MacOS
169,18-24,Female,Georgia,Desktop,Windows
170,55-64,Male,American Samoa,Mobile,Android
171,25-34,Male,Samoa,Tablet,MacOS
172,65+,Male,Zambia,Desktop,Android
173,55-64,Female,Madagascar,Desktop,Windows
174,18-24,Male,Haiti,Mobile,Android
175,35-44,Male,Iran,Tablet,Android
176,45-54,Female,Iceland,Mobile,Windows
177,65+,Male,Egypt,Mobile,Windows
178,65+,Male,Iran,Mobile,Windows
179,35-44,Female,Dominica,Desktop,iOS
180,45-54,Female,Congo,Tablet,MacOS
181,45-54,Female,Bahamas,Mobile,MacOS
182,35-44,Female,Kuwait,Tablet,Android
183,55-64,Male,Pitcairn Islands,Mobile,Windows
184,55-64,Female,Finland,Desktop,iOS
185,65+,Female,San Marino,Mobile,Windows
186,25-34,Male,South Africa,Desktop,iOS
187,55-64,Male,Latvia,Tablet,MacOS
188,35-44,Female,Central African Republic,Mobile,iOS
189,35-44,Male,South Africa,Tablet,Android
190,45-54,Male,Kiribati,Tablet,Windows
191,35-44,Female,Mali,Desktop,Android
192,45-54,Female,Nigeria,Desktop,Android
193,45-54,Male,Turkmenistan,Tablet,MacOS
194,65+,Female,Benin,Tablet,iOS
195,65+,Female,Northern Mariana Islands,Desktop,Windows
196,65+,Male,Faroe Islands,Desktop,MacOS
197,18-24,Male,Palau,Mobile,iOS
198,45-54,Male,Liberia,Tablet,MacOS
199,55-64,Male,Yemen,Mobile,Android
200,55-64,Male,Botswana,Tablet,iOS
201,65+,Male,Yemen,Tablet,Android
202,18-24,Male,Romania,Mobile,MacOS
203,65+,Male,Saudi Arabia,Desktop,Windows
204,65+,Male,Colombia,Desktop,iOS
205,45-54,Male,Uruguay,Desktop,iOS
206,18-24,Male,South Georgia and the South Sandwich Islands,Tablet,Android
207,45-54,Male,Pakistan,Tablet,MacOS
208,55-64,Female,Bolivia,Mobile,iOS
209,35-44,Female,Indonesia,Desktop,Windows
210,35-44,Female,Canada,Tablet,Android
211,18-24,Male,Papua New Guinea,Tablet,Android
212,45-54,Male,United States Minor Outlying Islands,Mobile,iOS
213,18-24,Female,Samoa,Mobile,Windows
214,55-64,Male,Moldova,Mobile,MacOS
215,25-34,Female,South Africa,Desktop,MacOS
216,35-44,Male,Andorra,Desktop,Android
217,55-64,Male,Nauru,Tablet,MacOS
218,65+,Male,Kazakhstan,Tablet,Android
219,18-24,Female,Lesotho,Tablet,Windows
220,55-64,Male,Taiwan,Mobile,Android
221,25-34,Female,Honduras,Desktop,iOS
222,35-44,Female,Cote d'Ivoire,Tablet,Android
223,35-44,Male,Comoros,Desktop,MacOS
224,65+,Female,Barbados,Mobile,Android
225,25-34,Male,Christmas Island,Tablet,iOS
226,45-54,Female,Ecuador,Mobile,MacOS
227,55-64,Female,United States Virgin Islands,Tablet,Android
228,45-54,Male,Chile,Tablet,Android
229,35-44,Male,China,Tablet,Windows
230,65+,Female,Iceland,Mobile,MacOS
231,65+,Male,India,Desktop,MacOS
232,25-34,Female,Gibraltar,Mobile,Windows
233,25-34,Male,Nicaragua,Desktop,iOS
234,65+,Male,Guernsey,Desktop,iOS
235,18-24,Female,Switzerland,Mobile,Android
236,35-44,Male,Liechtenstein,Desktop,MacOS
237,55-64,Female,Saint Lucia,Mobile,MacOS
238,35-44,Male,Sweden,Tablet,Windows
239,35-44,Female,Tanzania,Tablet,Android
240,65+,Male,Mauritius,Desktop,Android
241,45-54,Male,Mozambique,Tablet,Android
242,35-44,Female,Suriname,Mobile,Windows
243,65+,Female,Canada,Mobile,MacOS
244,55-64,Female,Philippines,Desktop,iOS
245,45-54,Female,Tuvalu,Mobile,Android
246,35-44,Male,Armenia,Mobile,Android
247,18-24,Male,Madagascar,Mobile,Android
248,35-44,Male,Costa Rica,Mobile,MacOS
249,35-44,Male,Cuba,Mobile,iOS
250,35-44,Female,South Georgia and the South Sandwich Islands,Mobile,MacOS
251,65+,Female,Panama,Mobile,MacOS
252,55-64,Male,Thailand,Mobile,iOS
253,25-34,Female,Malaysia,Mobile,Windows
254,55-64,Female,Guadeloupe,Desktop,iOS
255,25-34,Female,Afghanistan,Desktop,iOS
256,55-64,Male,Solomon Islands,Mobile,Android
257,35-44,Female,Ukraine,Tablet,MacOS
258,55-64,Male,Micronesia,Tablet,iOS
259,45-54,Female,Bulgaria,Tablet,Android
260,45-54,Female,Nepal,Desktop,MacOS
261,45-54,Female,Italy,Mobile,Windows
262,65+,Female,Spain,Tablet,MacOS
263,55-64,Female,Finland,Desktop,Windows
264,35-44,Female,Saint Martin,Mobile,iOS
265,18-24,Female,El Salvador,Tablet,Android
266,18-24,Male,Guinea-Bissau,Desktop,MacOS
267,18-24,Male,Croatia,Desktop,Android
268,55-64,Female,Nicaragua,Desktop,Windows
269,18-24,Male,Malawi,Mobile,Windows
270,45-54,Female,Belgium,Mobile,MacOS
271,55-64,Male,Bangladesh,Tablet,Android
272,25-34,Male,Romania,Desktop,Windows
273,25-34,Male,Aruba,Mobile,MacOS
274,55-64,Female,United States Minor Outlying Islands,Mobile,Android
275,25-34,Female,Ireland,Mobile,MacOS
276,25-34,Male,Croatia,Mobile,MacOS
277,55-64,Male,Madagascar,Mobile,Windows
278,18-24,Male,Yemen,Desktop,Android
279,25-34,Male,Austria,Desktop,Windows
280,25-34,Male,Saint Vincent and the Grenadines,Mobile,Windows
281,25-34,Male,Sri Lanka,Mobile,Windows
282,35-44,Male,Kazakhstan,Desktop,Android
283,55-64,Female,Philippines,Desktop,Android
284,35-44,Female,Suriname,Tablet,MacOS
285,25-34,Female,Mauritius,Tablet,iOS
286,45-54,Male,Jersey,Mobile,Android
287,65+,Female,Mauritius,Desktop,Android
288,55-64,Female,Aruba,Desktop,MacOS
289,18-24,Female,Saint Helena,Tablet,Android
290,25-34,Male,Jamaica,Tablet,Android
291,18-24,Female,Ghana,Tablet,MacOS
292,55-64,Male,Somalia,Tablet,Android
293,18-24,Male,Reunion,Mobile,Android
294,35-44,Female,Niger,Mobile,Windows
295,55-64,Male,Cape Verde,Tablet,iOS
296,55-64,Female,Kuwait,Mobile,MacOS
297,65+,Female,Jersey,Desktop,Windows
298,55-64,Female,Falkland Islands (Malvinas),Tablet,iOS
299,25-34,Female,Eritrea,Mobile,MacOS
300,55-64,Male,Latvia,Mobile,iOS
301,45-54,Female,Gibraltar,Mobile,Android
302,18-24,Female,Sudan,Mobile,Windows
303,18-24,Female,Bulgaria,Mobile,Windows
304,25-34,Male,Mali,Tablet,Android
305,35-44,Male,Ireland,Tablet,MacOS
306,45-54,Male,Lebanon,Mobile,iOS
307,18-24,Female,United Arab Emirates,Tablet,iOS
308,35-44,Male,Montenegro,Desktop,iOS
309,65+,Male,Cyprus,Mobile,Android
310,18-24,Male,Lebanon,Tablet,iOS
311,35-44,Female,North Macedonia,Desktop,MacOS
312,25-34,Female,Anguilla,Mobile,Android
313,55-64,Male,Botswana,Desktop,iOS
314,35-44,Male,Netherlands Antilles,Tablet,MacOS
315,55-64,Male,Dominica,Mobile,Android
316,35-44,Male,Sao Tome and Principe,Mobile,Android
317,65+,Female,French Guiana,Tablet,MacOS
318,25-34,Female,Saint Kitts and Nevis,Mobile,Windows
319,55-64,Male,Bolivia,Mobile,MacOS
320,65+,Male,Slovakia (Slovak Republic),Desktop,iOS
321,55-64,Male,Colombia,Desktop,iOS
322,35-44,Male,Norfolk Island,Mobile,iOS
323,35-44,Male,United States Virgin Islands,Desktop,iOS
324,55-64,Male,Bangladesh,Desktop,Windows
325,55-64,Female,Congo,Desktop,MacOS
326,55-64,Male,Uzbekistan,Mobile,Android
327,65+,Male,Malta,Desktop,Android
328,55-64,Male,United States Virgin Islands,Desktop,iOS
329,55-64,Male,Lesotho,Mobile,Android
330,55-64,Female,United Arab Emirates,Tablet,Android
331,18-24,Male,Norway,Mobile,MacOS
332,55-64,Female,Hong Kong,Mobile,Windows
333,45-54,Male,Saint Martin,Tablet,MacOS
334,65+,Male,Micronesia,Mobile,MacOS
335,18-24,Male,Croatia,Tablet,Windows
336,35-44,Female,Zimbabwe,Tablet,iOS
337,18-24,Female,Samoa,Tablet,iOS
338,35-44,Male,Mali,Tablet,MacOS
339,65+,Female,Micronesia,Desktop,iOS
340,45-54,Male,Suriname,Desktop,MacOS
341,35-44,Female,Fiji,Tablet,Windows
342,25-34,Male,Moldova,Mobile,Android
343,45-54,Female,Gambia,Tablet,iOS
344,55-64,Male,Korea,Desktop,MacOS
345,55-64,Male,Norway,Tablet,MacOS
346,35-44,Female,Mexico,Tablet,Windows
347,35-44,Female,Bosnia and Herzegovina,Desktop,iOS
348,55-64,Female,Timor-Leste,Desktop,Windows
349,65+,Female,Honduras,Tablet,MacOS
350,55-64,Male,Rwanda,Mobile,Android
351,45-54,Male,British Virgin Islands,Desktop,MacOS
352,55-64,Female,Israel,Mobile,MacOS
353,35-44,Female,United States of America,Tablet,Windows
354,45-54,Female,Cayman Islands,Tablet,Android
355,25-34,Female,United Kingdom,Desktop,MacOS
356,65+,Female,Faroe Islands,Desktop,MacOS
357,55-64,Female,Marshall Islands,Tablet,Android
358,55-64,Female,Serbia,Mobile,Windows
359,45-54,Female,Mauritius,Tablet,Windows
360,35-44,Male,Botswana,Tablet,Windows
361,18-24,Male,Germany,Desktop,MacOS
362,55-64,Female,Saint Barthelemy,Desktop,Android
363,25-34,Male,Denmark,Mobile,MacOS
364,18-24,Female,Honduras,Tablet,Android
365,18-24,Female,Grenada,Mobile,Windows
366,65+,Female,Jordan,Desktop,Android
367,65+,Male,Slovakia (Slovak Republic),Tablet,iOS
368,18-24,Male,Guatemala,Mobile,MacOS
369,55-64,Female,American Samoa,Mobile,Android
370,18-24,Male,Bahrain,Mobile,iOS
371,65+,Female,Antarctica (the territory South of 60 deg S),Mobile,Android
372,18-24,Male,Macao,Mobile,iOS
373,25-34,Female,Tajikistan,Tablet,Windows
374,35-44,Female,Zimbabwe,Mobile,Windows
375,45-54,Male,Montserrat,Mobile,MacOS
376,65+,Female,Antarctica (the territory South of 60 deg S),Tablet,MacOS
377,65+,Male,Tanzania,Mobile,Android
378,55-64,Male,Cape Verde,Desktop,Windows
379,18-24,Female,Ecuador,Tablet,iOS
380,45-54,Female,Christmas Island,Mobile,MacOS
381,45-54,Male,France,Mobile,Android
382,25-34,Male,Greece,Desktop,iOS
383,35-44,Male,Guinea-Bissau,Desktop,Windows
384,45-54,Female,Croatia,Mobile,MacOS
385,25-34,Male,Northern Mariana Islands,Mobile,iOS
386,35-44,Female,Northern Mariana Islands,Tablet,iOS
387,55-64,Male,French Southern Territories,Mobile,MacOS
388,35-44,Female,Iraq,Desktop,MacOS
389,45-54,Male,Spain,Desktop,Windows
390,65+,Male,Tuvalu,Tablet,Windows
391,35-44,Female,Bahrain,Mobile,iOS
392,35-44,Female,Equatorial Guinea,Tablet,Windows
393,35-44,Male,Nicaragua,Desktop,Windows
394,35-44,Female,Philippines,Tablet,Android
395,35-44,Male,Togo,Mobile,MacOS
396,55-64,Female,Montserrat,Tablet,iOS
397,18-24,Female,Estonia,Mobile,Android
398,55-64,Female,Bangladesh,Mobile,iOS
399,25-34,Male,Guam,Mobile,Windows
400,25-34,Male,French Guiana,Mobile,MacOS
401,25-34,Male,Bulgaria,Tablet,MacOS
402,35-44,Female,Rwanda,Tablet,Windows
403,55-64,Female,Croatia,Mobile,Windows
404,35-44,Male,South Georgia and the South Sandwich Islands,Tablet,Android
405,35-44,Female,Cocos (Keeling) Islands,Desktop,iOS
406,18-24,Male,Macao,Tablet,Android
407,55-64,Female,Ethiopia,Desktop,iOS
408,18-24,Female,Jordan,Tablet,Android
409,65+,Female,Central African Republic,Tablet,Windows
410,18-24,Female,Namibia,Mobile,iOS
411,65+,Male,Timor-Leste,Mobile,iOS
412,65+,Female,Namibia,Tablet,iOS
413,55-64,Male,Congo,Mobile,Windows
414,18-24,Female,Croatia,Tablet,Windows
415,25-34,Male,Guinea,Mobile,iOS
416,18-24,Female,Norway,Desktop,Android
417,65+,Male,Latvia,Tablet,MacOS
418,35-44,Female,Palestinian Territory,Tablet,iOS
419,45-54,Female,Montenegro,Mobile,Windows
420,55-64,Female,Myanmar,Desktop,Android
421,65+,Male,Poland,Mobile,Windows
422,35-44,Male,Namibia,Desktop,Windows
423,45-54,Male,Turks and Caicos Islands,Mobile,Android
424,45-54,Male,Saint Vincent and the Grenadines,Mobile,Android
425,65+,Male,Iran,Mobile,MacOS
426,25-34,Female,Bahamas,Desktop,iOS
427,25-34,Male,Argentina,Mobile,iOS
428,25-34,Female,Afghanistan,Desktop,iOS
429,45-54,Male,Belize,Desktop,Windows
430,55-64,Female,Uruguay,Tablet,Windows
431,45-54,Female,Kiribati,Tablet,MacOS
432,18-24,Male,Qatar,Mobile,Android
433,25-34,Male,Malawi,Mobile,iOS
434,45-54,Female,Kenya,Desktop,MacOS
435,55-64,Female,Cocos (Keeling) Islands,Mobile,MacOS
436,55-64,Male,Kenya,Desktop,Android
437,55-64,Female,Congo,Mobile,Android
438,18-24,Male,Saint Pierre and Miquelon,Mobile,iOS
439,35-44,Male,Greenland,Desktop,Android
440,65+,Male,Nigeria,Mobile,iOS
441,25-34,Male,Ecuador,Tablet,Android
442,65+,Female,Congo,Tablet,MacOS
443,35-44,Female,Venezuela,Tablet,Windows
444,65+,Female,Cayman Islands,Mobile,Windows
445,35-44,Male,Cayman Islands,Tablet,Windows
446,65+,Female,Guyana,Mobile,MacOS
447,65+,Female,Gabon,Desktop,MacOS
448,65+,Male,Montserrat,Mobile,iOS
449,18-24,Male,Norway,Tablet,Windows
450,55-64,Male,Marshall Islands,Tablet,iOS
451,45-54,Male,El Salvador,Mobile,MacOS
452,55-64,Male,Estonia,Mobile,MacOS
453,25-34,Male,Samoa,Desktop,iOS
454,55-64,Male,Saint Pierre and Miquelon,Desktop,Windows
455,65+,Male,Pakistan,Tablet,MacOS
456,65+,Male,Iran,Desktop,Windows
457,25-34,Male,American Samoa,Mobile,iOS
458,45-54,Male,Congo,Mobile,iOS
459,18-24,Female,Australia,Tablet,iOS
460,25-34,Female,Gabon,Desktop,iOS
461,18-24,Male,Panama,Tablet,MacOS
462,65+,Female,Netherlands Antilles,Tablet,MacOS
463,45-54,Male,Ireland,Tablet,Android
464,25-34,Female,United States Minor Outlying Islands,Tablet,Windows
465,25-34,Female,Canada,Tablet,Windows
466,25-34,Female,Mauritania,Desktop,Windows
467,45-54,Female,Saint Kitts and Nevis,Mobile,iOS
468,45-54,Female,Djibouti,Tablet,iOS
469,45-54,Male,Vietnam,Desktop,Android
470,45-54,Male,Lebanon,Mobile,MacOS
471,45-54,Female,Aruba,Mobile,Android
472,45-54,Male,Seychelles,Tablet,Windows
473,65+,Male,Suriname,Tablet,Android
474,65+,Male,Guam,Desktop,iOS
475,65+,Male,Italy,Desktop,Windows
476,55-64,Female,Cuba,Tablet,Windows
477,25-34,Female,Gambia,Mobile,MacOS
478,55-64,Male,Bouvet Island (Bouvetoya),Tablet,Android
479,55-64,Female,Ghana,Desktop,Windows
480,35-44,Male,Armenia,Tablet,MacOS
481,18-24,Male,Belarus,Mobile,iOS
482,45-54,Female,Palestinian Territory,Mobile,Windows
483,35-44,Male,Guatemala,Mobile,Android
484,55-64,Female,Malta,Desktop,Android
485,55-64,Male,Brunei Darussalam,Tablet,MacOS
486,65+,Female,Saint Vincent and the Grenadines,Desktop,iOS
487,25-34,Female,Burkina Faso,Desktop,Android
488,25-34,Female,Bhutan,Desktop,Android
489,45-54,Female,Belarus,Mobile,Windows
490,25-34,Female,Luxembourg,Mobile,iOS
491,45-54,Male,Saint Vincent and the Grenadines,Desktop,Windows
492,25-34,Female,Montenegro,Desktop,Windows
493,65+,Male,Lao People's Democratic Republic,Desktop,Android
494,65+,Female,Bermuda,Desktop,Android
495,45-54,Male,Eritrea,Mobile,MacOS
496,35-44,Male,Mozambique,Tablet,MacOS
497,55-64,Male,Poland,Desktop,MacOS
498,35-44,Male,Jamaica,Tablet,iOS
499,45-54,Male,Norfolk Island,Mobile,MacOS
500,45-54,Female,South Georgia and the South Sandwich Islands,Tablet,MacOS
501,35-44,Male,Anguilla,Desktop,Android
502,18-24,Female,Italy,Mobile,MacOS
503,55-64,Female,Romania,Desktop,Windows
504,35-44,Male,Benin,Mobile,iOS
505,45-54,Female,Ireland,Mobile,iOS
506,18-24,Male,Colombia,Mobile,Android
507,18-24,Male,Svalbard & Jan Mayen Islands,Tablet,Windows
508,65+,Male,United Kingdom,Mobile,MacOS
509,18-24,Female,Lao People's Democratic Republic,Tablet,iOS
510,55-64,Female,Korea,Desktop,MacOS
511,65+,Female,Pitcairn Islands,Mobile,Android
512,25-34,Female,Greenland,Tablet,Windows
513,35-44,Male,Indonesia,Mobile,Android
514,18-24,Male,Paraguay,Tablet,iOS
515,18-24,Male,Bolivia,Tablet,Android
516,65+,Male,Senegal,Tablet,Windows
517,45-54,Female,Gibraltar,Tablet,Android
518,35-44,Male,Papua New Guinea,Mobile,MacOS
519,45-54,Male,United States of America,Desktop,iOS
520,65+,Female,France,Desktop,Windows
521,35-44,Male,South Africa,Desktop,iOS
522,65+,Female,Denmark,Tablet,MacOS
523,55-64,Male,Iran,Mobile,MacOS
524,55-64,Male,Guatemala,Mobile,Windows
525,55-64,Female,United States Minor Outlying Islands,Tablet,MacOS
526,45-54,Male,Greenland,Desktop,iOS
527,65+,Female,Spain,Tablet,iOS
528,25-34,Female,Monaco,Desktop,Windows
529,65+,Female,Guernsey,Desktop,MacOS
530,18-24,Male,Madagascar,Tablet,Windows
531,35-44,Male,Iraq,Mobile,iOS
532,45-54,Female,Indonesia,Tablet,iOS
533,18-24,Female,Gibraltar,Tablet,Android
534,55-64,Male,Greenland,Mobile,Windows
535,45-54,Male,British Indian Ocean Territory (Chagos Archipelago),Mobile,iOS
536,35-44,Male,Netherlands Antilles,Tablet,Windows
537,55-64,Female,Egypt,Desktop,Android
538,25-34,Male,Grenada,Desktop,Windows
539,35-44,Male,Spain,Mobile,Android
540,55-64,Male,Malawi,Mobile,Android
541,55-64,Female,Nigeria,Tablet,iOS
542,65+,Female,Armenia,Desktop,Windows
543,25-34,Female,Papua New Guinea,Mobile,MacOS
544,18-24,Male,Philippines,Tablet,Windows
545,45-54,Male,Iran,Mobile,Windows
546,65+,Female,Netherlands Antilles,Mobile,iOS
547,35-44,Male,Saudi Arabia,Tablet,MacOS
548,55-64,Female,Maldives,Mobile,MacOS
549,25-34,Female,Venezuela,Mobile,MacOS
550,55-64,Female,Greenland,Tablet,iOS
551,25-34,Male,El Salvador,Desktop,MacOS
552,45-54,Female,Kenya,Desktop,Windows
553,25-34,Male,Antarctica (the territory South of 60 deg S),Desktop,Windows
554,18-24,Female,Germany,Tablet,iOS
555,65+,Female,Ecuador,Tablet,iOS
556,25-34,Female,Cayman Islands,Mobile,iOS
557,55-64,Male,Bangladesh,Tablet,iOS
558,65+,Male,Cameroon,Mobile,MacOS
559,25-34,Female,Norfolk Island,Mobile,iOS
560,65+,Female,Kyrgyz Republic,Desktop,Windows
561,45-54,Male,Estonia,Tablet,MacOS
562,25-34,Female,Romania,Mobile,Android
563,35-44,Male,Mexico,Tablet,Android
564,25-34,Male,Germany,Desktop,MacOS
565,25-34,Female,Venezuela,Tablet,Android
566,35-44,Female,Turks and Caicos Islands,Tablet,Windows
567,35-44,Female,Nepal,Tablet,Windows
568,65+,Female,Christmas Island,Desktop,MacOS
569,25-34,Female,Norfolk Island,Desktop,Windows
570,55-64,Male,Palau,Tablet,MacOS
571,55-64,Female,Kiribati,Mobile,iOS
572,18-24,Male,Tonga,Desktop,MacOS
573,25-34,Male,Finland,Tablet,Android
574,18-24,Female,Panama,Tablet,MacOS
