Source_ID,Session_ID,Source,Medium,Campaign,Keyword
444,444,Facebook,Referral,rest,
445,445,Direct,Paid,,thought
446,446,Facebook,Social,,
447,447,Google,Social,cover,
448,448,Google,Social,result,
449,449,Facebook,Social,,
450,450,Direct,Referral,share,
451,451,Twitter,Paid,stand,
452,452,Direct,Organic,newspaper,
453,453,Google,Paid,political,
454,454,Twitter,Paid,official,
455,455,Twitter,Referral,environment,
456,456,Twitter,Referral,call,
457,457,Facebook,Paid,,
458,458,Twitter,Organic,,
459,459,Google,Social,,
460,460,Direct,Referral,character,
461,461,Twitter,Referral,,
462,462,Direct,Referral,,
463,463,Facebook,Organic,,
464,464,Email Campaign,Paid,visit,
465,465,Facebook,Paid,,
466,466,Twitter,Paid,down,
467,467,Email Campaign,Paid,,
468,468,Google,Paid,,
469,469,Direct,Paid,long,
470,470,Direct,Organic,,
471,471,Google,Referral,Mrs,
472,472,Email Campaign,Referral,example,need
473,473,Facebook,Organic,peace,computer
474,474,Twitter,Organic,say,may
475,475,Twitter,Organic,them,matter
476,476,Direct,Referral,common,
477,477,Email Campaign,Social,actually,
478,478,Facebook,Paid,kind,
479,479,Google,Social,,five
480,480,Twitter,Social,,edge
481,481,Email Campaign,Referral,since,
482,482,Direct,Paid,arm,in
483,483,Google,Paid,,
484,484,Google,Organic,,hand
485,485,Direct,Organic,figure,
486,486,Direct,Paid,,wide
487,487,Google,Referral,,north
488,488,Direct,Referral,,
489,489,Google,Paid,see,family
490,490,Facebook,Paid,really,
491,491,Email Campaign,Organic,president,
492,492,Twitter,Referral,mother,lawyer
493,493,Facebook,Social,probably,none
494,494,Email Campaign,Referral,,
495,495,Facebook,Social,mother,end
496,496,Twitter,Paid,,
497,497,Twitter,Organic,,thought
498,498,Google,Paid,professor,probably
499,499,Facebook,Paid,,
500,500,Direct,Paid,everything,
501,501,Email Campaign,Referral,,effort
502,502,Email Campaign,Paid,similar,skin
503,503,Direct,Social,especially,
504,504,Direct,Paid,,instead
505,505,Twitter,Social,,
506,506,Twitter,Organic,,record
507,507,Google,Social,,sign
508,508,Email Campaign,Paid,,
509,509,Google,Organic,,
510,510,Facebook,Paid,myself,
511,511,Email Campaign,Organic,,
512,512,Email Campaign,Referral,memory,
513,513,Google,Paid,three,cover
514,514,Facebook,Referral,either,
515,515,Facebook,Paid,,
516,516,Direct,Organic,own,
517,517,Facebook,Referral,,system
518,518,Twitter,Paid,,
519,519,Email Campaign,Organic,,
520,520,Google,Social,data,
521,521,Email Campaign,Social,share,
522,522,Google,Referral,about,discussion
523,523,Facebook,Organic,summer,
524,524,Email Campaign,Social,gas,
525,525,Twitter,Referral,yourself,
526,526,Direct,Social,mind,
527,527,Facebook,Referral,instead,
528,528,Facebook,Referral,painting,make
529,529,Twitter,Paid,,difficult
530,530,Email Campaign,Organic,,
531,531,Email Campaign,Paid,,
532,532,Email Campaign,Referral,,
533,533,Twitter,Referral,,
534,534,Direct,Referral,effect,
535,535,Direct,Paid,yes,show
536,536,Direct,Referral,probably,
537,537,Google,Referral,today,
538,538,Direct,Social,everyone,
539,539,Email Campaign,Social,no,ok
540,540,Twitter,Referral,,
541,541,Twitter,Referral,while,past
542,542,Direct,Organic,prove,
543,543,Facebook,Referral,occur,new
544,544,Facebook,Organic,,heavy
545,545,Direct,Organic,brother,food
546,546,Facebook,Paid,,
547,547,Email Campaign,Organic,treatment,
548,548,Twitter,Paid,,
549,549,Twitter,Organic,,choose
550,550,Direct,Organic,American,interesting
551,551,Facebook,Social,so,
552,552,Direct,Social,,
553,553,Google,Organic,from,
554,554,Direct,Referral,,
555,555,Email Campaign,Paid,certainly,
556,556,Google,Social,good,property
557,557,Facebook,Social,,as
558,558,Twitter,Referral,whether,experience
559,559,Direct,Organic,matter,
560,560,Twitter,Referral,leader,
561,561,Twitter,Organic,,
562,562,Google,Paid,,
563,563,Email Campaign,Social,politics,
564,564,Google,Social,by,
565,565,Facebook,Paid,key,
566,566,Twitter,Referral,,
567,567,Email Campaign,Social,,might
568,568,Email Campaign,Social,movement,
569,569,Twitter,Social,analysis,these
570,570,Facebook,Social,order,
571,571,Google,Organic,just,
572,572,Twitter,Social,,
573,573,Direct,Referral,,
574,574,Facebook,Social,thank,
575,575,Twitter,Social,above,
576,576,Twitter,Social,,
577,577,Direct,Organic,still,onto
578,578,Facebook,Paid,,drop
579,579,Facebook,Referral,,career
580,580,Twitter,Organic,,
581,581,Email Campaign,Paid,,picture
582,582,Direct,Organic,democratic,full
583,583,Email Campaign,Social,land,
584,584,Direct,Organic,,physical
585,585,Twitter,Referral,space,long
586,586,Email Campaign,Organic,kind,major
587,587,Direct,Social,risk,end
588,588,Direct,Referral,option,
589,589,Twitter,Paid,bar,
590,590,Email Campaign,Social,west,
591,591,Google,Social,himself,
592,592,Twitter,Organic,,
593,593,Google,Social,,whole
594,594,Facebook,Organic,true,
595,595,Google,Social,,
596,596,Direct,Referral,,response
597,597,Twitter,Referral,sit,
598,598,Email Campaign,Referral,leave,
599,599,Twitter,Paid,,
600,600,Email Campaign,Social,later,five
601,601,Email Campaign,Referral,,
602,602,Facebook,Social,,
603,603,Facebook,Paid,,machine
604,604,Twitter,Social,purpose,
605,605,Google,Paid,central,
606,606,Email Campaign,Social,just,
607,607,Email Campaign,Organic,,
608,608,Email Campaign,Social,,eye
609,609,Facebook,Referral,,better
610,610,Direct,Referral,,
611,611,Direct,Paid,,
612,612,Google,Paid,hair,
613,613,Email Campaign,Social,,
614,614,Google,Referral,,
615,615,Facebook,Organic,else,
616,616,Twitter,Organic,,
617,617,Direct,Organic,,
618,618,Twitter,Referral,manage,material
619,619,Email Campaign,Organic,that,
620,620,Facebook,Referral,,recently
621,621,Direct,Social,,live
622,622,Twitter,Social,next,
623,623,Google,Social,technology,
624,624,Twitter,Paid,,
625,625,Google,Paid,then,change
626,626,Twitter,Paid,,
627,627,Email Campaign,Social,less,
628,628,Email Campaign,Organic,,
629,629,Twitter,Organic,upon,
630,630,Facebook,Social,,behavior
631,631,Direct,Organic,,dog
632,632,Twitter,Social,,
633,633,Direct,Paid,,
634,634,Direct,Paid,,
635,635,Facebook,Organic,,
636,636,Email Campaign,Organic,,less
637,637,Email Campaign,Social,,deep
638,638,Twitter,Social,,
639,639,Google,Social,,
640,640,Google,Organic,,
641,641,Twitter,Referral,,term
642,642,Direct,Paid,language,
643,643,Facebook,Organic,interesting,store
644,644,Google,Organic,,reality
645,645,Google,Referral,talk,
646,646,Twitter,Paid,claim,
647,647,Email Campaign,Organic,,
648,648,Email Campaign,Organic,,
649,649,Facebook,Paid,marriage,
650,650,Direct,Referral,control,
651,651,Direct,Paid,,training
652,652,Facebook,Referral,,part
653,653,Google,Referral,everyone,
654,654,Facebook,Paid,,
655,655,Google,Social,seven,
656,656,Email Campaign,Organic,,
657,657,Email Campaign,Referral,chance,
658,658,Twitter,Referral,,
659,659,Facebook,Organic,take,
660,660,Facebook,Paid,,
661,661,Email Campaign,Social,pull,
662,662,Email Campaign,Paid,,
663,663,Google,Referral,season,
664,664,Facebook,Referral,,
665,665,Direct,Organic,,
666,666,Facebook,Social,,
667,667,Facebook,Paid,,
668,668,Facebook,Organic,,
669,669,Direct,Referral,,
670,670,Email Campaign,Social,,
671,671,Facebook,Referral,sure,course
672,672,Google,Paid,,
673,673,Email Campaign,Social,,
674,674,Direct,Social,politics,step
675,675,Twitter,Organic,forward,
676,676,Email Campaign,Social,,as
677,677,Google,Referral,,
678,678,Facebook,Social,door,toward
679,679,Twitter,Referral,,fish
680,680,Direct,Organic,shake,
681,681,Direct,Paid,wish,war
682,682,Facebook,Organic,,
683,683,Google,Referral,option,
684,684,Email Campaign,Organic,make,author
685,685,Direct,Organic,,enough
686,686,Facebook,Organic,check,
687,687,Facebook,Referral,lot,
688,688,Google,Paid,blue,
689,689,Twitter,Referral,region,
690,690,Direct,Paid,,push
691,691,Facebook,Paid,,
692,692,Google,Social,,
693,693,Twitter,Social,,language
694,694,Twitter,Referral,nice,
695,695,Twitter,Organic,treatment,home
696,696,Direct,Social,whose,
697,697,Direct,Paid,forward,shoulder
698,698,Facebook,Organic,pass,
699,699,Email Campaign,Paid,evidence,
700,700,Twitter,Paid,,
701,701,Google,Paid,out,
702,702,Email Campaign,Referral,,
703,703,Facebook,Organic,,
704,704,Direct,Referral,,artist
705,705,Direct,Referral,political,human
706,706,Email Campaign,Paid,,
707,707,Email Campaign,Organic,,can
708,708,Direct,Organic,,management
709,709,Twitter,Social,,huge
710,710,Google,Organic,,
711,711,Email Campaign,Referral,marriage,there
712,712,Email Campaign,Referral,material,
713,713,Direct,Social,few,
714,714,Twitter,Referral,,
715,715,Twitter,Paid,,rate
716,716,Email Campaign,Paid,fear,
717,717,Direct,Social,,
718,718,Facebook,Referral,,
719,719,Google,Referral,three,
720,720,Google,Paid,indeed,
721,721,Facebook,Social,,
722,722,Twitter,Social,anything,history
723,723,Twitter,Organic,road,
724,724,Facebook,Paid,capital,
725,725,Direct,Organic,upon,
726,726,Twitter,Social,even,
727,727,Twitter,Paid,admit,
728,728,Twitter,Social,level,food
729,729,Twitter,Social,,
730,730,Facebook,Referral,,
731,731,Direct,Paid,forward,improve
732,732,Google,Paid,result,parent
733,733,Twitter,Social,,
734,734,Twitter,Referral,health,
735,735,Twitter,Social,,
736,736,Google,Referral,,
737,737,Twitter,Organic,,successful
738,738,Direct,Paid,,
739,739,Facebook,Organic,,
740,740,Twitter,Social,,
741,741,Google,Organic,,
742,742,Facebook,Social,produce,
743,743,Facebook,Organic,,
744,744,Facebook,Organic,,
745,745,Twitter,Referral,,
746,746,Direct,Referral,follow,relationship
747,747,Twitter,Paid,interest,
748,748,Direct,Social,hope,
749,749,Email Campaign,Organic,magazine,
750,750,Direct,Social,what,lose
751,751,Twitter,Social,,question
752,752,Google,Organic,,heart
753,753,Direct,Paid,last,run
754,754,Email Campaign,Paid,soon,
755,755,Direct,Paid,reveal,what
756,756,Twitter,Social,,
757,757,Facebook,Organic,focus,
758,758,Facebook,Referral,,local
759,759,Google,Paid,,
760,760,Email Campaign,Paid,,
761,761,Google,Referral,,source
762,762,Direct,Paid,ok,
763,763,Twitter,Referral,seem,whatever
764,764,Email Campaign,Social,,
765,765,Direct,Referral,,
766,766,Email Campaign,Organic,,we
767,767,Direct,Social,,
768,768,Email Campaign,Paid,later,
769,769,Email Campaign,Social,,
770,770,Twitter,Referral,,yeah
771,771,Facebook,Social,exist,environmental
772,772,Twitter,Paid,,
773,773,Direct,Paid,against,
774,774,Twitter,Social,possible,
775,775,Twitter,Paid,,
776,776,Twitter,Paid,night,
777,777,Email Campaign,Organic,,
778,778,Twitter,Paid,hear,
779,779,Twitter,Paid,guess,
780,780,Facebook,Paid,first,
781,781,Twitter,Social,that,central
782,782,Direct,Paid,response,
783,783,Google,Organic,,factor
784,784,Twitter,Paid,argue,
785,785,Direct,Organic,college,crime
786,786,Twitter,Paid,,discussion
787,787,Direct,Organic,Congress,large
788,788,Twitter,Paid,create,stand
789,789,Direct,Paid,,
790,790,Facebook,Organic,,argue
791,791,Email Campaign,Paid,economic,parent
792,792,Email Campaign,Referral,,
793,793,Google,Organic,,
794,794,Facebook,Social,cause,
795,795,Facebook,Paid,,
796,796,Direct,Paid,service,
797,797,Twitter,Organic,continue,
798,798,Direct,Organic,in,
799,799,Email Campaign,Paid,,
800,800,Google,Paid,special,ask
801,801,Email Campaign,Paid,,
802,802,Direct,Paid,,structure
803,803,Twitter,Social,,
804,804,Email Campaign,Organic,wide,
805,805,Facebook,Social,throw,
806,806,Facebook,Referral,,simple
807,807,Email Campaign,Referral,minute,
808,808,Direct,Referral,,
809,809,Facebook,Social,paper,clearly
810,810,Direct,Social,court,
811,811,Google,Social,,day
812,812,Twitter,Organic,,drug
813,813,Facebook,Referral,,model
814,814,Direct,Social,age,
815,815,Email Campaign,Paid,always,
816,816,Email Campaign,Social,establish,bar
817,817,Email Campaign,Organic,,
818,818,Google,Referral,happen,remain
819,819,Google,Organic,course,
820,820,Google,Paid,,perhaps
821,821,Email Campaign,Organic,event,
822,822,Direct,Paid,,
823,823,Facebook,Paid,,clear
824,824,Twitter,Organic,author,
825,825,Facebook,Organic,her,
826,826,Facebook,Referral,,
827,827,Email Campaign,Organic,picture,
828,828,Twitter,Paid,religious,
829,829,Email Campaign,Social,oil,yes
830,830,Facebook,Paid,security,cold
831,831,Facebook,Social,,
832,832,Direct,Social,teach,
833,833,Twitter,Referral,,detail
834,834,Email Campaign,Referral,,
835,835,Twitter,Referral,option,
836,836,Direct,Referral,trouble,
837,837,Facebook,Organic,,
838,838,Google,Referral,,
839,839,Facebook,Referral,enjoy,
840,840,Twitter,Organic,,
841,841,Email Campaign,Organic,interesting,
842,842,Google,Organic,across,
843,843,Facebook,Paid,,explain
844,844,Twitter,Paid,which,
845,845,Direct,Referral,ball,
846,846,Google,Organic,boy,
847,847,Twitter,Organic,,moment
848,848,Twitter,Organic,unit,
849,849,Facebook,Organic,business,leg
850,850,Direct,Social,maybe,
851,851,Email Campaign,Referral,,herself
852,852,Google,Social,,
853,853,Google,Referral,,idea
854,854,Facebook,Referral,history,
855,855,Google,Organic,hundred,
856,856,Email Campaign,Paid,,
857,857,Google,Social,,
858,858,Twitter,Social,,adult
859,859,Email Campaign,Social,,never
860,860,Email Campaign,Referral,,
861,861,Google,Social,hospital,
862,862,Twitter,Social,,out
863,863,Google,Social,,
864,864,Facebook,Paid,apply,
865,865,Google,Referral,dog,
866,866,Twitter,Referral,forget,get
867,867,Facebook,Paid,hope,
868,868,Facebook,Social,dark,
869,869,Twitter,Paid,section,
870,870,Google,Organic,,
871,871,Email Campaign,Organic,world,
872,872,Direct,Social,official,
873,873,Direct,Referral,,
874,874,Twitter,Paid,likely,
875,875,Google,Organic,,
